image_filename,flower_type,dominant_color_label,oil_concentration
dandelion/2490828907_5094017933_m.jpg,dandelion,other,0.4782
dandelion/8270191872_61e47ae3b8_m.jpg,dandelion,other,0.2616
dandelion/17122969189_0ec37cb6c9.jpg,dandelion,other,0.802
dandelion/14362539701_cf19e588ca.jpg,dandelion,other,0.7095
dandelion/15123503538_8ee984abc6.jpg,dandelion,green,0.3213
dandelion/9719816995_8f211abf02_n.jpg,dandelion,green,0.2763
dandelion/5654859907_c2be3b0f1e_n.jpg,dandelion,other,0.8078
dandelion/8723679596_391a724d4f_m.jpg,dandelion,other,0.1962
dandelion/3696596109_4c4419128a_m.jpg,dandelion,green,0.5303
dandelion/4650752466_ed088e0d85_n.jpg,dandelion,green,0.5122
dandelion/1195255751_d58b3d3076.jpg,dandelion,other,0.4351
dandelion/33913495873_b582be4fdf_n.jpg,dandelion,other,0.8356
dandelion/17189437699_a9171b6ae3.jpg,dandelion,other,0.7135
dandelion/2512148749_261fa9d156.jpg,dandelion,other,0.8827
dandelion/2449852402_45d12b9875_n.jpg,dandelion,other,0.2554
dandelion/7368449232_c99f49b2e6_n.jpg,dandelion,other,0.446
dandelion/5776879272_95008399c3.jpg,dandelion,green,0.3537
dandelion/5217892384_3edce91761_m.jpg,dandelion,other,0.9126
dandelion/14368895004_c486a29c1e_n.jpg,dandelion,other,0.5042
dandelion/15358221063_2c6e548e84.jpg,dandelion,other,0.6105
dandelion/570127230_ce409f90f8_n.jpg,dandelion,other,0.8126
dandelion/13910677675_4900fa3dbf_n.jpg,dandelion,other,0.3504
dandelion/6900157914_c3387c11d8.jpg,dandelion,other,0.5742
dandelion/4645101643_9c9d9df13e.jpg,dandelion,other,0.8593
dandelion/8727612532_6f3d0904aa_n.jpg,dandelion,other,0.7301
dandelion/8756906129_b05a1b26f2.jpg,dandelion,other,0.845
dandelion/1413979148_b40d63db90_m.jpg,dandelion,other,0.4598
dandelion/3823142577_dd5acd5ac6_n.jpg,dandelion,other,0.9762
dandelion/4632761610_768360d425.jpg,dandelion,other,0.5095
dandelion/34323484476_6406ee1e37_n.jpg,dandelion,other,0.3366
dandelion/1241011700_261ae180ca.jpg,dandelion,green,0.5597
dandelion/3461986955_29a1abc621.jpg,dandelion,other,0.3509
dandelion/3581252194_8c976d333a_n.jpg,dandelion,other,0.2115
dandelion/483097906_2c35054346.jpg,dandelion,other,0.0957
dandelion/4552571121_2677bcdec3.jpg,dandelion,other,0.8439
dandelion/5733004219_a0ba411bfa_n.jpg,dandelion,blue,0.4054
dandelion/4558562689_c8e2ab9f10.jpg,dandelion,green,0.3331
dandelion/19426575569_4b53c0b726.jpg,dandelion,other,0.9812
dandelion/14128835667_b6a916222c.jpg,dandelion,other,0.0274
dandelion/34587934371_1a0429111e_n.jpg,dandelion,other,0.8744
dandelion/5598014250_684c28bd5c_n.jpg,dandelion,other,0.1182
dandelion/7184780734_3baab127c2_m.jpg,dandelion,blue,0.5087
dandelion/6985099958_5249a4688b.jpg,dandelion,other,0.1393
dandelion/4713958242_fbcfe9a61b_m.jpg,dandelion,other,0.1279
dandelion/8747223572_dcd9601e99.jpg,dandelion,other,0.3986
dandelion/5628296138_9031791fab.jpg,dandelion,other,0.4824
dandelion/4721773235_429acdf496_n.jpg,dandelion,other,0.479
dandelion/3533167406_e9f4cf10bb_m.jpg,dandelion,blue,0.3023
dandelion/2444241718_3ca53ce921.jpg,dandelion,other,0.3057
dandelion/7148085703_b9e8bcd6ca_n.jpg,dandelion,other,0.0534
dandelion/12094442595_297494dba4_m.jpg,dandelion,green,0.0028
dandelion/16987075_9a690a2183.jpg,dandelion,other,0.0678
dandelion/459633569_5ddf6bc116_m.jpg,dandelion,other,0.7693
dandelion/5875763050_82f32f2eed_m.jpg,dandelion,green,0.2837
dandelion/4512569988_2b3f802cc6.jpg,dandelion,other,0.1695
dandelion/4573886524_5161482ca7_n.jpg,dandelion,other,0.9745
dandelion/5996421299_b9bf488c1a_n.jpg,dandelion,other,0.6613
dandelion/3554992110_81d8c9b0bd_m.jpg,dandelion,other,0.0605
dandelion/1193386857_3ae53574f2_m.jpg,dandelion,other,0.05
dandelion/3451646670_3eff7094b7_n.jpg,dandelion,other,0.2407
dandelion/3021333497_b927cd8596.jpg,dandelion,other,0.7106
dandelion/5033866477_a77cccba49_m.jpg,dandelion,other,0.9434
dandelion/4164845062_1fd9b3f3b4.jpg,dandelion,blue,0.7461
dandelion/22274701614_901606ee34_n.jpg,dandelion,other,0.6524
dandelion/14070463051_86ab57ab36.jpg,dandelion,other,0.7718
dandelion/34365073265_246c5c0561_n.jpg,dandelion,other,0.0364
dandelion/34604698981_89d8741b10_n.jpg,dandelion,other,0.428
dandelion/34527583252_79aafda601_n.jpg,dandelion,other,0.0072
dandelion/27446317092_ff9bb852d5_n.jpg,dandelion,green,0.1656
dandelion/8681169825_19a21c6bf5_m.jpg,dandelion,other,0.8794
dandelion/2319777940_0cc5476b0d_n.jpg,dandelion,other,0.4335
dandelion/8733226215_161309f8ec.jpg,dandelion,other,0.4931
dandelion/2635422362_a1bf641547_m.jpg,dandelion,other,0.0569
dandelion/8663932737_0a603ab718_n.jpg,dandelion,other,0.0117
dandelion/4530848609_02a1d9b791.jpg,dandelion,other,0.025
dandelion/5772194932_60b833091f.jpg,dandelion,other,0.2911
dandelion/14886963928_d4856f1eb6_n.jpg,dandelion,other,0.9369
dandelion/34724303275_b9494837aa_n.jpg,dandelion,other,0.5551
dandelion/4560663938_3557a1f831.jpg,dandelion,other,0.4517
dandelion/7719263062_3c8a307a5d.jpg,dandelion,other,0.5531
dandelion/3357432116_b3dce6fed3_n.jpg,dandelion,other,0.8304
dandelion/5727534342_419604c177_n.jpg,dandelion,other,0.6187
dandelion/23659122395_3467d88c02_n.jpg,dandelion,other,0.0399
dandelion/33199895303_9858f0a258_n.jpg,dandelion,green,0.4289
dandelion/13652698934_d258a6ee8c.jpg,dandelion,other,0.9241
dandelion/7222962522_36952a67b6_n.jpg,dandelion,other,0.1058
dandelion/33924521963_48cdc4f455_n.jpg,dandelion,other,0.3884
dandelion/8475758_4c861ab268_m.jpg,dandelion,other,0.4707
dandelion/18276105805_d31d3f7e71.jpg,dandelion,other,0.5702
dandelion/34690477346_6af75b993b_n.jpg,dandelion,other,0.7121
dandelion/7197581386_8a51f1bb12_n.jpg,dandelion,other,0.0438
dandelion/3730618647_5725c692c3_m.jpg,dandelion,other,0.9186
dandelion/3005677730_2662753d3f_m.jpg,dandelion,other,0.6703
dandelion/27186992702_449dfa54ef_n.jpg,dandelion,other,0.8758
dandelion/9301891790_971dcfb35d_m.jpg,dandelion,other,0.4316
dandelion/158988663_6fe055fcb4.jpg,dandelion,green,0.9434
dandelion/9200211647_be34ce978b.jpg,dandelion,other,0.7295
dandelion/7196683612_6c4cf05b24.jpg,dandelion,other,0.0853
dandelion/14171812905_8b81d50eb9_n.jpg,dandelion,green,0.7898
dandelion/8880158802_6e10a452c7_m.jpg,dandelion,other,0.9612
dandelion/17080000869_a80e767f4a_m.jpg,dandelion,other,0.7047
dandelion/5572197407_a0047238a6.jpg,dandelion,green,0.1424
dandelion/18111636378_856027a7b8_n.jpg,dandelion,other,0.9257
dandelion/151385301_153eacf6b5_n.jpg,dandelion,other,0.0511
dandelion/2303491518_f25fee9440.jpg,dandelion,other,0.5311
dandelion/4556178143_e0d32c0a86_n.jpg,dandelion,other,0.9584
dandelion/7062171343_db61c92737_n.jpg,dandelion,green,0.103
dandelion/8083321316_f62ea76f72_n.jpg,dandelion,other,0.2862
dandelion/7243174412_d3628e4cc4_m.jpg,dandelion,other,0.5421
dandelion/5596093561_09b0301136_n.jpg,dandelion,other,0.9281
dandelion/854593001_c57939125f_n.jpg,dandelion,other,0.338
dandelion/34575269471_fe82b32aa9_n.jpg,dandelion,other,0.4184
dandelion/3469112805_6cc8640236.jpg,dandelion,other,0.6837
dandelion/8754822932_948afc7cef.jpg,dandelion,other,0.201
dandelion/2503875867_2075a9225d_m.jpg,dandelion,other,0.1903
dandelion/7132676187_7a4265b16f_n.jpg,dandelion,other,0.807
dandelion/2622697182_ea4aff29dd_n.jpg,dandelion,blue,0.5259
dandelion/8011324555_375b7b5b0a.jpg,dandelion,other,0.3621
dandelion/10828951106_c3cd47983f.jpg,dandelion,other,0.9495
dandelion/9533964635_f38e6fa3c3.jpg,dandelion,other,0.9131
dandelion/5109501167_2d9bbb0f27_m.jpg,dandelion,other,0.1326
dandelion/23414449869_ee849a80d4.jpg,dandelion,other,0.7815
dandelion/2597655841_07fb2955a4.jpg,dandelion,blue,0.0839
dandelion/34721329895_529f999fb6_n.jpg,dandelion,green,0.8352
dandelion/34571582172_efa4946a45_n.jpg,dandelion,other,0.6583
dandelion/34605411661_4e735bd995_n.jpg,dandelion,other,0.9979
dandelion/7280227122_7ea2bef7f4_n.jpg,dandelion,green,0.4656
dandelion/3998275481_651205e02d.jpg,dandelion,other,0.6361
dandelion/17161833794_e1d92259d2_m.jpg,dandelion,other,0.8023
dandelion/18010259565_d6aae33ca7_n.jpg,dandelion,other,0.8666
dandelion/6012046444_fd80afb63a_n.jpg,dandelion,other,0.8785
dandelion/8739657154_6db14796c9.jpg,dandelion,other,0.8354
dandelion/34711474235_507d286bce_n.jpg,dandelion,other,0.4545
dandelion/22196426956_eca94f6faa_m.jpg,dandelion,other,0.2915
dandelion/34709307795_994ddf0eb5_n.jpg,dandelion,other,0.9128
dandelion/4586018734_6de9c513c2.jpg,dandelion,blue,0.2223
dandelion/22190242684_8c3300d4e6.jpg,dandelion,other,0.1908
dandelion/15821571649_06c4b9a868_n.jpg,dandelion,other,0.434
dandelion/2698102820_f15445a3f7.jpg,dandelion,other,0.5786
dandelion/4588529727_4a79c61577.jpg,dandelion,other,0.1955
dandelion/3472437817_7902b3d984_n.jpg,dandelion,other,0.6376
dandelion/14457225751_645a3784fd_n.jpg,dandelion,green,0.0422
dandelion/14404468648_37903d7025_m.jpg,dandelion,other,0.7611
dandelion/6954604340_d3223ed296_m.jpg,dandelion,other,0.706
dandelion/14740350060_a489d9fa06.jpg,dandelion,other,0.1603
dandelion/455728598_c5f3e7fc71_m.jpg,dandelion,other,0.6584
dandelion/7218569994_de7045c0c0.jpg,dandelion,other,0.6029
dandelion/144040769_c5b805f868.jpg,dandelion,other,0.0072
dandelion/5045509402_6e052ce443.jpg,dandelion,green,0.0914
dandelion/34323645656_afd53a9996_n.jpg,dandelion,other,0.5383
dandelion/4669006062_6b3d260037_n.jpg,dandelion,other,0.3664
dandelion/33873410454_04bc2167f4_n.jpg,dandelion,other,0.5788
dandelion/4510938552_6f7bae172a_n.jpg,dandelion,other,0.1205
dandelion/18243351371_5fda92ac0a_n.jpg,dandelion,other,0.0575
dandelion/14728922673_99086a3818_n.jpg,dandelion,other,0.9786
dandelion/16241101274_334b54731e.jpg,dandelion,other,0.1662
dandelion/5715788902_9dd2b4ef1d.jpg,dandelion,other,0.8067
dandelion/7196409186_a59957ce0b_m.jpg,dandelion,green,0.3453
dandelion/4622115595_a0de9f2013_n.jpg,dandelion,green,0.3591
dandelion/8647874151_aac8db2588_m.jpg,dandelion,other,0.3723
dandelion/34725992285_21cb05733a_n.jpg,dandelion,other,0.5296
dandelion/8717157979_05cbc10cc1.jpg,dandelion,other,0.6854
dandelion/14070457521_8eb41f65fa.jpg,dandelion,other,0.8978
dandelion/2674176237_e265ea64cc_n.jpg,dandelion,other,0.1522
dandelion/4691257171_23a29aaa33_n.jpg,dandelion,other,0.2822
dandelion/4226758402_a1b75ce3ac_n.jpg,dandelion,other,0.9831
dandelion/34694292346_83b4d97809_n.jpg,dandelion,other,0.2662
dandelion/11775820493_10fedf4bff_n.jpg,dandelion,blue,0.089
dandelion/142813254_20a7fd5fb6_n.jpg,dandelion,other,0.7095
dandelion/34560984002_254f326f12_n.jpg,dandelion,other,0.1632
dandelion/14003401241_543535b385.jpg,dandelion,blue,0.522
dandelion/14335561523_f847f2f4f1.jpg,dandelion,other,0.5434
dandelion/22785985545_95464115b0_m.jpg,dandelion,blue,0.5961
dandelion/34335432530_cd667cbb19_n.jpg,dandelion,other,0.2015
dandelion/8194560480_bfc1fb5801.jpg,dandelion,other,0.9379
dandelion/8079778274_f2a400f749_n.jpg,dandelion,other,0.0715
dandelion/19435491090_7af558e17e.jpg,dandelion,other,0.9688
dandelion/2600382379_5791b0b35a_m.jpg,dandelion,other,0.1823
dandelion/176284193_8fa1710431_m.jpg,dandelion,other,0.8875
dandelion/4573204385_9b71e96b35_m.jpg,dandelion,other,0.8465
dandelion/17047385027_8fd510e164_n.jpg,dandelion,other,0.9815
dandelion/3502447188_ab4a5055ac_m.jpg,dandelion,other,0.5388
dandelion/33876197394_c7a9487a9f_n.jpg,dandelion,other,0.4558
dandelion/34352075020_61ac834f5a_n.jpg,dandelion,other,0.4033
dandelion/4944731313_023a0508fd_n.jpg,dandelion,other,0.6179
dandelion/16953818045_fea21c8bf8.jpg,dandelion,other,0.3893
dandelion/17020815734_81e8db8008_m.jpg,dandelion,other,0.0218
dandelion/9029756865_db8891807a_n.jpg,dandelion,green,0.6671
dandelion/3372748508_e5a4eacfcb_n.jpg,dandelion,other,0.7175
dandelion/7808430998_31ba639031_n.jpg,dandelion,other,0.4534
dandelion/33877585464_b23cefb361_n.jpg,dandelion,other,0.9143
dandelion/15002906952_cab2cb29cf.jpg,dandelion,other,0.0398
dandelion/2229906591_e953785d13.jpg,dandelion,other,0.9931
dandelion/14053397367_75cba846eb_n.jpg,dandelion,other,0.5614
dandelion/34587720941_ccbbc420ec_n.jpg,dandelion,other,0.6514
dandelion/5647842237_b1c5196718_n.jpg,dandelion,other,0.7656
dandelion/34256868592_ca3ffd6b15_n.jpg,dandelion,other,0.824
dandelion/7280217714_fb9ffccf2d_n.jpg,dandelion,other,0.8298
dandelion/19602790836_912d38aaa8.jpg,dandelion,other,0.6522
dandelion/4558536575_d43a611bd4_n.jpg,dandelion,blue,0.7621
dandelion/14829055_2a2e646a8f_m.jpg,dandelion,blue,0.7664
dandelion/6994931380_a7588c1192_m.jpg,dandelion,other,0.9155
dandelion/8831808134_315aedb37b.jpg,dandelion,other,0.8126
dandelion/33877696673_2d1de2d252_n.jpg,dandelion,other,0.0496
dandelion/3584415133_a4122ab7b9.jpg,dandelion,blue,0.8536
dandelion/34562347042_e4dc06879a_n.jpg,dandelion,other,0.6848
dandelion/29535628436_2e79a9628d_n.jpg,dandelion,other,0.5086
dandelion/510677438_73e4b91c95_m.jpg,dandelion,other,0.4568
dandelion/4265711814_9a006ee5b8.jpg,dandelion,other,0.9618
dandelion/3419172904_7708414ae9_n.jpg,dandelion,other,0.3119
dandelion/5110103388_78dc02558e_n.jpg,dandelion,other,0.5323
dandelion/21657726011_2c94e341bc_n.jpg,dandelion,green,0.2452
dandelion/501987276_744448580c_m.jpg,dandelion,other,0.5038
dandelion/14554897292_b3e30e52f2.jpg,dandelion,other,0.0416
dandelion/18876985840_7531dc8e6a.jpg,dandelion,other,0.6335
dandelion/5749815755_12f9214649_n.jpg,dandelion,other,0.6034
dandelion/8980164828_04fbf64f79_n.jpg,dandelion,other,0.9919
dandelion/5598591979_ed9af1b3e9_n.jpg,dandelion,other,0.6491
dandelion/12093962485_7c3e9a2a23_n.jpg,dandelion,other,0.214
dandelion/17649230811_9bdbbacb8c.jpg,dandelion,green,0.7385
dandelion/14202166370_e989588332.jpg,dandelion,white,0.2364
dandelion/2326334426_2dc74fceb1.jpg,dandelion,other,0.11
dandelion/34699848885_a832ee03ab_n.jpg,dandelion,other,0.3738
dandelion/3451637528_b245144675_n.jpg,dandelion,other,0.7818
dandelion/4645161319_c308fc31ef_n.jpg,dandelion,other,0.8371
dandelion/5762590366_5cf7a32b87_n.jpg,dandelion,blue,0.9886
dandelion/16716172029_2166d8717f_m.jpg,dandelion,other,0.412
dandelion/34719559905_46ba779d79_n.jpg,dandelion,other,0.3343
dandelion/33885269993_3968e1aacc_n.jpg,dandelion,other,0.1322
dandelion/20983660733_06b35b9eb8.jpg,dandelion,other,0.4094
dandelion/7247192002_39b79998f0_n.jpg,dandelion,other,0.0205
dandelion/29687446176_096b86f44c_n.jpg,dandelion,green,0.1087
dandelion/16817037661_2980d823e1_n.jpg,dandelion,other,0.0752
dandelion/6888894675_524a6accab_n.jpg,dandelion,other,0.8109
dandelion/14576445793_582aa6446b_m.jpg,dandelion,other,0.9496
dandelion/4844697927_c70d644f40_n.jpg,dandelion,blue,0.4449
dandelion/17619402434_15b2ec2d79.jpg,dandelion,other,0.2264
dandelion/15819121091_26a5243340_n.jpg,dandelion,green,0.3778
dandelion/1297972485_33266a18d9.jpg,dandelion,other,0.2732
dandelion/14065420729_9b388bf7cb_m.jpg,dandelion,other,0.0331
dandelion/16911008669_ea21fd8915_n.jpg,dandelion,other,0.0167
dandelion/34551360172_dde3b8e43d_n.jpg,dandelion,other,0.5008
dandelion/34551666432_c5b5f9684e_n.jpg,dandelion,other,0.1307
dandelion/4568317687_3f89622f76.jpg,dandelion,green,0.8193
dandelion/344318990_7be3fb0a7d.jpg,dandelion,other,0.1593
dandelion/17243540220_65b98eb926_n.jpg,dandelion,other,0.301
dandelion/8980145452_efbd6e3b04.jpg,dandelion,green,0.1984
dandelion/17344936845_fec4d626b7.jpg,dandelion,other,0.6709
dandelion/34690508115_bafcb9845c_n.jpg,dandelion,other,0.5082
dandelion/4500964841_b1142b50fb_n.jpg,dandelion,green,0.0139
dandelion/8681388520_c697dee897_n.jpg,dandelion,green,0.9032
dandelion/7141013005_d2f168c373.jpg,dandelion,other,0.1634
dandelion/18996760154_58d3c48604.jpg,dandelion,other,0.4031
dandelion/8744249948_36cb1969f8_m.jpg,dandelion,other,0.2257
dandelion/17388674711_6dca8a2e8b_n.jpg,dandelion,other,0.7826
dandelion/4606893762_c2f26c7e91_n.jpg,dandelion,green,0.0879
dandelion/4552591312_02fe1dcc04_n.jpg,dandelion,other,0.2322
dandelion/9617087594_ec2a9b16f6.jpg,dandelion,other,0.1915
dandelion/4258272381_65bd4b8191_m.jpg,dandelion,blue,0.5743
dandelion/463736819_f779800165.jpg,dandelion,other,0.5242
dandelion/2479491210_98e41c4e7d_m.jpg,dandelion,other,0.9339
dandelion/4082856478_741a411ebb.jpg,dandelion,other,0.6239
dandelion/34725991045_05812dedd5_n.jpg,dandelion,other,0.511
dandelion/14648777167_1d92d403c9_n.jpg,dandelion,green,0.4611
dandelion/2257649769_deaf97e2c9_n.jpg,dandelion,blue,0.1748
dandelion/17095758258_a33642946f_n.jpg,dandelion,blue,0.4108
dandelion/19067907051_16d530c7d2.jpg,dandelion,other,0.0828
dandelion/2335702923_decb9a860b_m.jpg,dandelion,other,0.7959
dandelion/136011860_44ca0b2835_n.jpg,dandelion,other,0.4037
dandelion/510874382_f7e3435043.jpg,dandelion,other,0.0453
dandelion/4523239455_9c31a06aaf_n.jpg,dandelion,other,0.6636
dandelion/10486992895_20b344ce2d_n.jpg,dandelion,other,0.9242
dandelion/4638438929_2ec76083c8_m.jpg,dandelion,green,0.9862
dandelion/5607256228_2294c201b3.jpg,dandelion,other,0.6471
dandelion/6229634119_af5fec0a22.jpg,dandelion,other,0.1908
dandelion/2502613166_2c231b47cb_n.jpg,dandelion,other,0.5411
dandelion/130733200_fbe28eea19.jpg,dandelion,other,0.4705
